id,part_number,product_id,category,family,model_name,color_id,color_th,color_en,color_hex,storage,screen_size,connectivity,price_thb,formatted_price,specs_chip,image_url,product_url
MAC-13INCH-SILVER-10-10,MAC-13INCH-SILVER-10-10,macbook-air,mac,MacBook Air,"MacBook Air 13.6"" สีเงิน (Silver) 512GB SSD",silver,เงิน,Silver,#E3E4E5,512GB SSD,"13.6""",Wi-Fi 6E,48400,"฿48,400",ชิป M3,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mba13-silver-select-202402?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/macbook-air
MAC-13INCH-MIDNIGHT-10-8,MAC-13INCH-MIDNIGHT-10-8,macbook-air,mac,MacBook Air,"MacBook Air 13.6"" สีมิดไนท์ (Midnight) 256GB SSD",midnight,มิดไนท์,Midnight,#1E222A,256GB SSD,"13.6""",Wi-Fi 6E,44900,"฿44,900",ชิป M3,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mba13-midnight-select-202402?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/macbook-air
MAC-14INCH-SPACEBLACK-STANDARD-M5MAX-18-40,MAC-14INCH-SPACEBLACK-STANDARD-M5MAX-18-40,macbook-pro,mac,MacBook Pro,"MacBook Pro 14.2"" สีดำ (Black) 1TB SSD",black,ดำ,Black,#1F2022,1TB SSD,"14.2""",Wi-Fi 6E,165900,"฿165,900",ชิป M4 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mbp14-spaceblack-select-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/macbook-pro
MAC-14INCH-SILVER-NANO_TEXTURE-M5MAX-18-32,MAC-14INCH-SILVER-NANO_TEXTURE-M5MAX-18-32,macbook-pro,mac,MacBook Pro,"MacBook Pro 14.2"" สีเงิน (Silver) 1TB SSD",silver,เงิน,Silver,#E3E4E5,1TB SSD,"14.2""",Wi-Fi 6E,150150,"฿150,150",ชิป M4 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mbp14-silver-select-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/macbook-pro
MAC-14INCH-SILVER-NANO_TEXTURE-M5PRO-15-16,MAC-14INCH-SILVER-NANO_TEXTURE-M5PRO-15-16,macbook-pro,mac,MacBook Pro,"MacBook Pro 16.2"" สีเงิน (Silver) 1TB SSD",silver,เงิน,Silver,#E3E4E5,1TB SSD,"16.2""",Wi-Fi 6E,93150,"฿93,150",ชิป M4 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mbp14-silver-select-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/macbook-pro
MAC-16INCH-SILVER-STANDARD-M5MAX-18-32,MAC-16INCH-SILVER-STANDARD-M5MAX-18-32,macbook-pro,mac,MacBook Pro,"MacBook Pro 16.2"" สีเงิน (Silver) 1TB SSD",silver,เงิน,Silver,#E3E4E5,1TB SSD,"16.2""",Wi-Fi 6E,154900,"฿154,900",ชิป M4 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mbp14-silver-select-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/macbook-pro
MAC-16INCH-SILVER-NANO_TEXTURE-M5PRO-18-20,MAC-16INCH-SILVER-NANO_TEXTURE-M5PRO-18-20,macbook-pro,mac,MacBook Pro,"MacBook Pro 16.2"" สีเงิน (Silver) 1TB SSD",silver,เงิน,Silver,#E3E4E5,1TB SSD,"16.2""",Wi-Fi 6E,110150,"฿110,150",ชิป M4 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mbp14-silver-select-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/macbook-pro
MAC-14INCH-SPACEBLACK-STANDARD-M5PRO-15-16,MAC-14INCH-SPACEBLACK-STANDARD-M5PRO-15-16,macbook-pro,mac,MacBook Pro,"MacBook Pro 16.2"" สีดำ (Black) 512GB SSD",black,ดำ,Black,#1F2022,512GB SSD,"16.2""",Wi-Fi 6E,87900,"฿87,900",ชิป M4 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mbp14-spaceblack-select-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/macbook-pro
MAC-16INCH-SILVER-NANO_TEXTURE-M5MAX-18-40,MAC-16INCH-SILVER-NANO_TEXTURE-M5MAX-18-40,macbook-pro,mac,MacBook Pro,"MacBook Pro 16.2"" สีเงิน (Silver) 1TB SSD",silver,เงิน,Silver,#E3E4E5,1TB SSD,"16.2""",Wi-Fi 6E,180150,"฿180,150",ชิป M4 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mbp14-silver-select-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/macbook-pro
MAC-14INCH-SPACEBLACK-NANO_TEXTURE-M5MAX-18-40,MAC-14INCH-SPACEBLACK-NANO_TEXTURE-M5MAX-18-40,macbook-pro,mac,MacBook Pro,"MacBook Pro 14.2"" สีดำ (Black) 1TB SSD",black,ดำ,Black,#1F2022,1TB SSD,"14.2""",Wi-Fi 6E,171150,"฿171,150",ชิป M4 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mbp14-spaceblack-select-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/macbook-pro
MAC-16INCH-SILVER-STANDARD-M5PRO-18-20,MAC-16INCH-SILVER-STANDARD-M5PRO-18-20,macbook-pro,mac,MacBook Pro,"MacBook Pro 16.2"" สีเงิน (Silver) 1TB SSD",silver,เงิน,Silver,#E3E4E5,1TB SSD,"16.2""",Wi-Fi 6E,104900,"฿104,900",ชิป M4 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mbp14-silver-select-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/macbook-pro
MAC-16INCH-SPACEBLACK-NANO_TEXTURE-M5MAX-18-40,MAC-16INCH-SPACEBLACK-NANO_TEXTURE-M5MAX-18-40,macbook-pro,mac,MacBook Pro,"MacBook Pro 16.2"" สีดำ (Black) 1TB SSD",black,ดำ,Black,#1F2022,1TB SSD,"16.2""",Wi-Fi 6E,180150,"฿180,150",ชิป M4 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mbp14-spaceblack-select-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/macbook-pro
MAC-14INCH-SILVER-STANDARD-M5MAX-18-32,MAC-14INCH-SILVER-STANDARD-M5MAX-18-32,macbook-pro,mac,MacBook Pro,"MacBook Pro 14.2"" สีเงิน (Silver) 1TB SSD",silver,เงิน,Silver,#E3E4E5,1TB SSD,"14.2""",Wi-Fi 6E,144900,"฿144,900",ชิป M4 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mbp14-silver-select-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/macbook-pro
MAC-14INCH-SPACEBLACK-STANDARD-M5PRO-18-20,MAC-14INCH-SPACEBLACK-STANDARD-M5PRO-18-20,macbook-pro,mac,MacBook Pro,"MacBook Pro 14.2"" สีดำ (Black) 1TB SSD",black,ดำ,Black,#1F2022,1TB SSD,"14.2""",Wi-Fi 6E,97400,"฿97,400",ชิป M4 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mbp14-spaceblack-select-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/macbook-pro
MAC-16INCH-SPACEBLACK-STANDARD-M5MAX-18-32,MAC-16INCH-SPACEBLACK-STANDARD-M5MAX-18-32,macbook-pro,mac,MacBook Pro,"MacBook Pro 16.2"" สีดำ (Black) 1TB SSD",black,ดำ,Black,#1F2022,1TB SSD,"16.2""",Wi-Fi 6E,154900,"฿154,900",ชิป M4 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mbp14-spaceblack-select-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/macbook-pro
MAC-14INCH-SPACEBLACK-NANO_TEXTURE-M5PRO-15-16,MAC-14INCH-SPACEBLACK-NANO_TEXTURE-M5PRO-15-16,macbook-pro,mac,MacBook Pro,"MacBook Pro 16.2"" สีดำ (Black) 1TB SSD",black,ดำ,Black,#1F2022,1TB SSD,"16.2""",Wi-Fi 6E,93150,"฿93,150",ชิป M4 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mbp14-spaceblack-select-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/macbook-pro
MAC-14INCH-SPACEBLACK-NANO_TEXTURE-M5-10-10,MAC-14INCH-SPACEBLACK-NANO_TEXTURE-M5-10-10,macbook-pro,mac,MacBook Pro,"MacBook Pro 14.2"" สีดำ (Black) 512GB SSD",black,ดำ,Black,#1F2022,512GB SSD,"14.2""",Wi-Fi 6E,75150,"฿75,150",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mbp14-spaceblack-select-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/macbook-pro
MAC-16INCH-SPACEBLACK-NANO_TEXTURE-M5PRO-18-20,MAC-16INCH-SPACEBLACK-NANO_TEXTURE-M5PRO-18-20,macbook-pro,mac,MacBook Pro,"MacBook Pro 16.2"" สีดำ (Black) 1TB SSD",black,ดำ,Black,#1F2022,1TB SSD,"16.2""",Wi-Fi 6E,110150,"฿110,150",ชิป M4 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mbp14-spaceblack-select-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/macbook-pro
MAC-16INCH-SILVER-STANDARD-M5MAX-18-40,MAC-16INCH-SILVER-STANDARD-M5MAX-18-40,macbook-pro,mac,MacBook Pro,"MacBook Pro 16.2"" สีเงิน (Silver) 1TB SSD",silver,เงิน,Silver,#E3E4E5,1TB SSD,"16.2""",Wi-Fi 6E,174900,"฿174,900",ชิป M4 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mbp14-silver-select-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/macbook-pro
MAC-14INCH-SILVER-NANO_TEXTURE-M5MAX-18-40,MAC-14INCH-SILVER-NANO_TEXTURE-M5MAX-18-40,macbook-pro,mac,MacBook Pro,"MacBook Pro 14.2"" สีเงิน (Silver) 1TB SSD",silver,เงิน,Silver,#E3E4E5,1TB SSD,"14.2""",Wi-Fi 6E,171150,"฿171,150",ชิป M4 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mbp14-silver-select-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/macbook-pro
MAC-14INCH-SPACEBLACK-STANDARD-M5-10-10,MAC-14INCH-SPACEBLACK-STANDARD-M5-10-10,macbook-pro,mac,MacBook Pro,"MacBook Pro 14.2"" สีดำ (Black) 512GB SSD",black,ดำ,Black,#1F2022,512GB SSD,"14.2""",Wi-Fi 6E,69900,"฿69,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mbp14-spaceblack-select-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/macbook-pro
MAC-16INCH-SPACEBLACK-STANDARD-M5PRO-18-20,MAC-16INCH-SPACEBLACK-STANDARD-M5PRO-18-20,macbook-pro,mac,MacBook Pro,"MacBook Pro 16.2"" สีดำ (Black) 1TB SSD",black,ดำ,Black,#1F2022,1TB SSD,"16.2""",Wi-Fi 6E,104900,"฿104,900",ชิป M4 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mbp14-spaceblack-select-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/macbook-pro
MAC-14INCH-SPACEBLACK-STANDARD-M5MAX-18-32,MAC-14INCH-SPACEBLACK-STANDARD-M5MAX-18-32,macbook-pro,mac,MacBook Pro,"MacBook Pro 14.2"" สีดำ (Black) 1TB SSD",black,ดำ,Black,#1F2022,1TB SSD,"14.2""",Wi-Fi 6E,144900,"฿144,900",ชิป M4 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mbp14-spaceblack-select-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/macbook-pro
MAC-14INCH-SPACEBLACK-NANO_TEXTURE-M5PRO-18-20,MAC-14INCH-SPACEBLACK-NANO_TEXTURE-M5PRO-18-20,macbook-pro,mac,MacBook Pro,"MacBook Pro 14.2"" สีดำ (Black) 1TB SSD",black,ดำ,Black,#1F2022,1TB SSD,"14.2""",Wi-Fi 6E,102650,"฿102,650",ชิป M4 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mbp14-spaceblack-select-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/macbook-pro
MAC-14INCH-SILVER-STANDARD-M5PRO-18-20,MAC-14INCH-SILVER-STANDARD-M5PRO-18-20,macbook-pro,mac,MacBook Pro,"MacBook Pro 14.2"" สีเงิน (Silver) 1TB SSD",silver,เงิน,Silver,#E3E4E5,1TB SSD,"14.2""",Wi-Fi 6E,97400,"฿97,400",ชิป M4 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mbp14-silver-select-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/macbook-pro
MAC-16INCH-SPACEBLACK-STANDARD-M5MAX-18-40,MAC-16INCH-SPACEBLACK-STANDARD-M5MAX-18-40,macbook-pro,mac,MacBook Pro,"MacBook Pro 16.2"" สีดำ (Black) 1TB SSD",black,ดำ,Black,#1F2022,1TB SSD,"16.2""",Wi-Fi 6E,174900,"฿174,900",ชิป M4 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mbp14-spaceblack-select-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/macbook-pro
MAC-16INCH-SILVER-NANO_TEXTURE-M5MAX-18-32,MAC-16INCH-SILVER-NANO_TEXTURE-M5MAX-18-32,macbook-pro,mac,MacBook Pro,"MacBook Pro 16.2"" สีเงิน (Silver) 1TB SSD",silver,เงิน,Silver,#E3E4E5,1TB SSD,"16.2""",Wi-Fi 6E,160150,"฿160,150",ชิป M4 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mbp14-silver-select-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/macbook-pro
MAC-14INCH-SILVER-STANDARD-M5PRO-15-16,MAC-14INCH-SILVER-STANDARD-M5PRO-15-16,macbook-pro,mac,MacBook Pro,"MacBook Pro 16.2"" สีเงิน (Silver) 512GB SSD",silver,เงิน,Silver,#E3E4E5,512GB SSD,"16.2""",Wi-Fi 6E,87900,"฿87,900",ชิป M4 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mbp14-silver-select-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/macbook-pro
MAC-14INCH-SILVER-STANDARD-M5-10-10,MAC-14INCH-SILVER-STANDARD-M5-10-10,macbook-pro,mac,MacBook Pro,"MacBook Pro 14.2"" สีเงิน (Silver) 512GB SSD",silver,เงิน,Silver,#E3E4E5,512GB SSD,"14.2""",Wi-Fi 6E,69900,"฿69,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mbp14-silver-select-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/macbook-pro
MAC-14INCH-SPACEBLACK-NANO_TEXTURE-M5MAX-18-32,MAC-14INCH-SPACEBLACK-NANO_TEXTURE-M5MAX-18-32,macbook-pro,mac,MacBook Pro,"MacBook Pro 14.2"" สีดำ (Black) 1TB SSD",black,ดำ,Black,#1F2022,1TB SSD,"14.2""",Wi-Fi 6E,150150,"฿150,150",ชิป M4 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mbp14-spaceblack-select-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/macbook-pro
MAC-14INCH-SILVER-NANO_TEXTURE-M5PRO-18-20,MAC-14INCH-SILVER-NANO_TEXTURE-M5PRO-18-20,macbook-pro,mac,MacBook Pro,"MacBook Pro 14.2"" สีเงิน (Silver) 1TB SSD",silver,เงิน,Silver,#E3E4E5,1TB SSD,"14.2""",Wi-Fi 6E,102650,"฿102,650",ชิป M4 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mbp14-silver-select-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/macbook-pro
MAC-16INCH-SPACEBLACK-NANO_TEXTURE-M5MAX-18-32,MAC-16INCH-SPACEBLACK-NANO_TEXTURE-M5MAX-18-32,macbook-pro,mac,MacBook Pro,"MacBook Pro 16.2"" สีดำ (Black) 1TB SSD",black,ดำ,Black,#1F2022,1TB SSD,"16.2""",Wi-Fi 6E,160150,"฿160,150",ชิป M4 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mbp14-spaceblack-select-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/macbook-pro
MAC-14INCH-SILVER-NANO_TEXTURE-M5-10-10,MAC-14INCH-SILVER-NANO_TEXTURE-M5-10-10,macbook-pro,mac,MacBook Pro,"MacBook Pro 14.2"" สีเงิน (Silver) 512GB SSD",silver,เงิน,Silver,#E3E4E5,512GB SSD,"14.2""",Wi-Fi 6E,75150,"฿75,150",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mbp14-silver-select-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/macbook-pro
MAC-14INCH-SILVER-STANDARD-M5MAX-18-40,MAC-14INCH-SILVER-STANDARD-M5MAX-18-40,macbook-pro,mac,MacBook Pro,"MacBook Pro 14.2"" สีเงิน (Silver) 1TB SSD",silver,เงิน,Silver,#E3E4E5,1TB SSD,"14.2""",Wi-Fi 6E,165900,"฿165,900",ชิป M4 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mbp14-silver-select-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/macbook-pro
MAC-SILVER-8-8,MAC-SILVER-8-8,imac,mac,iMac,"iMac 24"" สีเงิน (Silver) 256GB SSD",silver,เงิน,Silver,#E3E4E5,256GB SSD,"24""",Wi-Fi 6E,52900,"฿52,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/imac-vesa-silver-selection-hero-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/imac
MAC-YELLOW-8-8,MAC-YELLOW-8-8,imac,mac,iMac,"iMac 24"" สีเหลือง (Yellow) 256GB SSD",yellow,เหลือง,Yellow,#FBE27D,256GB SSD,"24""",Wi-Fi 6E,52900,"฿52,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/imac-vesa-yellow-selection-hero-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/imac
MAC-PURPLE-8-8,MAC-PURPLE-8-8,imac,mac,iMac,"iMac 24"" สีม่วง (Purple) 256GB SSD",purple,ม่วง,Purple,#D1CDDA,256GB SSD,"24""",Wi-Fi 6E,52900,"฿52,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/imac-touch-id-purple-selection-hero-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/imac
MAC-GREEN-10-10,MAC-GREEN-10-10,imac,mac,iMac,"iMac 24"" สีเขียว (Green) 512GB SSD",green,เขียว,Green,#43594B,512GB SSD,"24""",Wi-Fi 6E,59900,"฿59,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/imac-vesa-green-selection-hero-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/imac
MAC-PINK-8-8,MAC-PINK-8-8,imac,mac,iMac,"iMac 24"" สีชมพู (Pink) 256GB SSD",pink,ชมพู,Pink,#E3A3B1,256GB SSD,"24""",Wi-Fi 6E,52900,"฿52,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/imac-touch-id-pink-selection-hero-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/imac
MAC-BLUE-8-8,MAC-BLUE-8-8,imac,mac,iMac,"iMac 24"" สีฟ้า (Blue) 256GB SSD",blue,ฟ้า,Blue,#3E536B,256GB SSD,"24""",Wi-Fi 6E,52900,"฿52,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/imac-touch-id-blue-selection-hero-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/imac
MAC-YELLOW-10-10,MAC-YELLOW-10-10,imac,mac,iMac,"iMac 24"" สีเหลือง (Yellow) 512GB SSD",yellow,เหลือง,Yellow,#FBE27D,512GB SSD,"24""",Wi-Fi 6E,59900,"฿59,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/imac-vesa-yellow-selection-hero-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/imac
MAC-BLUE-10-10,MAC-BLUE-10-10,imac,mac,iMac,"iMac 24"" สีฟ้า (Blue) 512GB SSD",blue,ฟ้า,Blue,#3E536B,512GB SSD,"24""",Wi-Fi 6E,59900,"฿59,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/imac-touch-id-blue-selection-hero-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/imac
MAC-PINK-10-10,MAC-PINK-10-10,imac,mac,iMac,"iMac 24"" สีชมพู (Pink) 512GB SSD",pink,ชมพู,Pink,#E3A3B1,512GB SSD,"24""",Wi-Fi 6E,59900,"฿59,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/imac-touch-id-pink-selection-hero-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/imac
MAC-ORANGE-10-10,MAC-ORANGE-10-10,imac,mac,iMac,"iMac 24"" สีส้ม (Orange) 512GB SSD",orange,ส้ม,Orange,#E7643E,512GB SSD,"24""",Wi-Fi 6E,59900,"฿59,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/imac-touch-id-orange-selection-hero-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/imac
MAC-PURPLE-10-10,MAC-PURPLE-10-10,imac,mac,iMac,"iMac 24"" สีม่วง (Purple) 512GB SSD",purple,ม่วง,Purple,#D1CDDA,512GB SSD,"24""",Wi-Fi 6E,59900,"฿59,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/imac-touch-id-purple-selection-hero-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/imac
MAC-GREEN-8-8,MAC-GREEN-8-8,imac,mac,iMac,"iMac 24"" สีเขียว (Green) 256GB SSD",green,เขียว,Green,#43594B,256GB SSD,"24""",Wi-Fi 6E,52900,"฿52,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/imac-vesa-green-selection-hero-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/imac
MAC-SILVER-10-10,MAC-SILVER-10-10,imac,mac,iMac,"iMac 24"" สีเงิน (Silver) 512GB SSD",silver,เงิน,Silver,#E3E4E5,512GB SSD,"24""",Wi-Fi 6E,59900,"฿59,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/imac-vesa-silver-selection-hero-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/imac
MAC-ORANGE-8-8,MAC-ORANGE-8-8,imac,mac,iMac,"iMac 24"" สีส้ม (Orange) 256GB SSD",orange,ส้ม,Orange,#E7643E,256GB SSD,"24""",Wi-Fi 6E,52900,"฿52,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/imac-touch-id-orange-selection-hero-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/imac
MAC-M5PRO-15-16,MAC-M5PRO-15-16,mac-mini,mac,Mac mini,Mac mini Desktop สีเงิน (Silver) 512GB SSD,silver,เงิน,Silver,#E3E4E5,512GB SSD,Desktop,Wi-Fi 6E + Ethernet,61900,"฿61,900",ชิป M4 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mac-mini-select-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/mac-mini
MAC-M5PRO-18-20,MAC-M5PRO-18-20,mac-mini,mac,Mac mini,Mac mini Desktop สีเงิน (Silver) 512GB SSD,silver,เงิน,Silver,#E3E4E5,512GB SSD,Desktop,Wi-Fi 6E + Ethernet,68900,"฿68,900",ชิป M4 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mac-mini-select-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/mac-mini
MAC-M6-12-12,MAC-M6-12-12,mac-mini,mac,Mac mini,Mac mini Desktop สีเงิน (Silver) 256GB SSD,silver,เงิน,Silver,#E3E4E5,256GB SSD,Desktop,Wi-Fi 6E + Ethernet,32900,"฿32,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mac-mini-select-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/mac-mini
MAC-M5ULTRA-36-80,MAC-M5ULTRA-36-80,mac-studio,mac,Mac Studio,Mac Studio Desktop สีเงิน (Silver) 1TB SSD,silver,เงิน,Silver,#E3E4E5,1TB SSD,Desktop,Wi-Fi 6E + Ethernet,245400,"฿245,400",ชิป M2 Ultra,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mac-studio-select-202306?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/mac-studio
MAC-M5ULTRA-30-64,MAC-M5ULTRA-30-64,mac-studio,mac,Mac Studio,Mac Studio Desktop สีเงิน (Silver) 1TB SSD,silver,เงิน,Silver,#E3E4E5,1TB SSD,Desktop,Wi-Fi 6E + Ethernet,199900,"฿199,900",ชิป M2 Ultra,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mac-studio-select-202306?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/mac-studio
MAC-M5MAX-18-32,MAC-M5MAX-18-32,mac-studio,mac,Mac Studio,Mac Studio Desktop สีเงิน (Silver) 512GB SSD,silver,เงิน,Silver,#E3E4E5,512GB SSD,Desktop,Wi-Fi 6E + Ethernet,89900,"฿89,900",ชิป M2 Max,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mac-studio-select-202306?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/mac-studio
