id,part_number,product_id,category,family,model_name,color_id,color_th,color_en,color_hex,storage,screen_size,connectivity,price_thb,formatted_price,specs_chip,image_url,product_url
MH304TH/A,MH304TH/A,ipad-air-m2,ipad,iPad Air (M2),11-inch iPad Air Wi‑Fi 128GB - Space Gray,space-gray,สเปซเกรย์,Space Gray,#68696E,128GB,"11""",Wi-Fi,27900,"฿27,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-space-gray-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH354TH/A,MH354TH/A,ipad-air-m2,ipad,iPad Air (M2),11-inch iPad Air Wi‑Fi 256GB - Space Gray,space-gray,สเปซเกรย์,Space Gray,#68696E,256GB,"11""",Wi-Fi,31900,"฿31,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-space-gray-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH3D4TH/A,MH3D4TH/A,ipad-air-m2,ipad,iPad Air (M2),11-inch iPad Air Wi‑Fi 512GB - Starlight,starlight,สตาร์ไลท์,Starlight,#F0ECE1,512GB,"11""",Wi-Fi,38900,"฿38,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-starlight-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH3J4TH/A,MH3J4TH/A,ipad-air-m2,ipad,iPad Air (M2),11-inch iPad Air Wi‑Fi 1TB - Starlight,starlight,สตาร์ไลท์,Starlight,#F0ECE1,1TB,"11""",Wi-Fi,49900,"฿49,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-starlight-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH334TH/A,MH334TH/A,ipad-air-m2,ipad,iPad Air (M2),11-inch iPad Air Wi‑Fi 128GB - Starlight,starlight,สตาร์ไลท์,Starlight,#F0ECE1,128GB,"11""",Wi-Fi,27900,"฿27,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-starlight-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH374TH/A,MH374TH/A,ipad-air-m2,ipad,iPad Air (M2),11-inch iPad Air Wi‑Fi 256GB - Starlight,starlight,สตาร์ไลท์,Starlight,#F0ECE1,256GB,"11""",Wi-Fi,31900,"฿31,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-starlight-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH3E4TH/A,MH3E4TH/A,ipad-air-m2,ipad,iPad Air (M2),11-inch iPad Air Wi‑Fi 512GB - Purple,purple,ม่วง,Purple,#D1CDDA,512GB,"11""",Wi-Fi,38900,"฿38,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-purple-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH3K4TH/A,MH3K4TH/A,ipad-air-m2,ipad,iPad Air (M2),11-inch iPad Air Wi‑Fi 1TB - Purple,purple,ม่วง,Purple,#D1CDDA,1TB,"11""",Wi-Fi,49900,"฿49,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-purple-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH344TH/A,MH344TH/A,ipad-air-m2,ipad,iPad Air (M2),11-inch iPad Air Wi‑Fi 128GB - Purple,purple,ม่วง,Purple,#D1CDDA,128GB,"11""",Wi-Fi,27900,"฿27,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-purple-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH394TH/A,MH394TH/A,ipad-air-m2,ipad,iPad Air (M2),11-inch iPad Air Wi‑Fi 256GB - Purple,purple,ม่วง,Purple,#D1CDDA,256GB,"11""",Wi-Fi,31900,"฿31,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-purple-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH3C4TH/A,MH3C4TH/A,ipad-air-m2,ipad,iPad Air (M2),11-inch iPad Air Wi‑Fi 512GB - Blue,blue,ฟ้า,Blue,#3E536B,512GB,"11""",Wi-Fi,38900,"฿38,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-blue-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH3H4TH/A,MH3H4TH/A,ipad-air-m2,ipad,iPad Air (M2),11-inch iPad Air Wi‑Fi 1TB - Blue,blue,ฟ้า,Blue,#3E536B,1TB,"11""",Wi-Fi,49900,"฿49,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-blue-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH314TH/A,MH314TH/A,ipad-air-m2,ipad,iPad Air (M2),11-inch iPad Air Wi‑Fi 128GB - Blue,blue,ฟ้า,Blue,#3E536B,128GB,"11""",Wi-Fi,27900,"฿27,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-blue-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH364TH/A,MH364TH/A,ipad-air-m2,ipad,iPad Air (M2),11-inch iPad Air Wi‑Fi 256GB - Blue,blue,ฟ้า,Blue,#3E536B,256GB,"11""",Wi-Fi,31900,"฿31,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-blue-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH7J4TH/A,MH7J4TH/A,ipad-air-m2,ipad,iPad Air (M2),11-inch iPad Air Wi‑Fi + Cellular 512GB - Blue,blue,ฟ้า,Blue,#3E536B,512GB,"11""",Wi-Fi + Cellular,44900,"฿44,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-blue-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH7N4TH/A,MH7N4TH/A,ipad-air-m2,ipad,iPad Air (M2),11-inch iPad Air Wi‑Fi + Cellular 1TB - Blue,blue,ฟ้า,Blue,#3E536B,1TB,"11""",Wi-Fi + Cellular,55900,"฿55,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-blue-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH794TH/A,MH794TH/A,ipad-air-m2,ipad,iPad Air (M2),11-inch iPad Air Wi‑Fi + Cellular 128GB - Blue,blue,ฟ้า,Blue,#3E536B,128GB,"11""",Wi-Fi + Cellular,33900,"฿33,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-blue-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH7E4TH/A,MH7E4TH/A,ipad-air-m2,ipad,iPad Air (M2),11-inch iPad Air Wi‑Fi + Cellular 256GB - Blue,blue,ฟ้า,Blue,#3E536B,256GB,"11""",Wi-Fi + Cellular,37900,"฿37,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-blue-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH7M4TH/A,MH7M4TH/A,ipad-air-m2,ipad,iPad Air (M2),11-inch iPad Air Wi‑Fi + Cellular 1TB - Space Gray,space-gray,สเปซเกรย์,Space Gray,#68696E,1TB,"11""",Wi-Fi + Cellular,55900,"฿55,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-space-gray-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH784TH/A,MH784TH/A,ipad-air-m2,ipad,iPad Air (M2),11-inch iPad Air Wi‑Fi + Cellular 128GB - Space Gray,space-gray,สเปซเกรย์,Space Gray,#68696E,128GB,"11""",Wi-Fi + Cellular,33900,"฿33,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-space-gray-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH7D4TH/A,MH7D4TH/A,ipad-air-m2,ipad,iPad Air (M2),11-inch iPad Air Wi‑Fi + Cellular 256GB - Space Gray,space-gray,สเปซเกรย์,Space Gray,#68696E,256GB,"11""",Wi-Fi + Cellular,37900,"฿37,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-space-gray-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH7H4TH/A,MH7H4TH/A,ipad-air-m2,ipad,iPad Air (M2),11-inch iPad Air Wi‑Fi + Cellular 512GB - Space Gray,space-gray,สเปซเกรย์,Space Gray,#68696E,512GB,"11""",Wi-Fi + Cellular,44900,"฿44,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-space-gray-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH7K4TH/A,MH7K4TH/A,ipad-air-m2,ipad,iPad Air (M2),11-inch iPad Air Wi‑Fi + Cellular 512GB - Starlight,starlight,สตาร์ไลท์,Starlight,#F0ECE1,512GB,"11""",Wi-Fi + Cellular,44900,"฿44,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-starlight-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH7P4TH/A,MH7P4TH/A,ipad-air-m2,ipad,iPad Air (M2),11-inch iPad Air Wi‑Fi + Cellular 1TB - Starlight,starlight,สตาร์ไลท์,Starlight,#F0ECE1,1TB,"11""",Wi-Fi + Cellular,55900,"฿55,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-starlight-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH7A4TH/A,MH7A4TH/A,ipad-air-m2,ipad,iPad Air (M2),11-inch iPad Air Wi‑Fi + Cellular 128GB - Starlight,starlight,สตาร์ไลท์,Starlight,#F0ECE1,128GB,"11""",Wi-Fi + Cellular,33900,"฿33,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-starlight-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH7F4TH/A,MH7F4TH/A,ipad-air-m2,ipad,iPad Air (M2),11-inch iPad Air Wi‑Fi + Cellular 256GB - Starlight,starlight,สตาร์ไลท์,Starlight,#F0ECE1,256GB,"11""",Wi-Fi + Cellular,37900,"฿37,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-starlight-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH7L4TH/A,MH7L4TH/A,ipad-air-m2,ipad,iPad Air (M2),11-inch iPad Air Wi‑Fi + Cellular 512GB - Purple,purple,ม่วง,Purple,#D1CDDA,512GB,"11""",Wi-Fi + Cellular,44900,"฿44,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-purple-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH7Q4TH/A,MH7Q4TH/A,ipad-air-m2,ipad,iPad Air (M2),11-inch iPad Air Wi‑Fi + Cellular 1TB - Purple,purple,ม่วง,Purple,#D1CDDA,1TB,"11""",Wi-Fi + Cellular,55900,"฿55,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-purple-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH7C4TH/A,MH7C4TH/A,ipad-air-m2,ipad,iPad Air (M2),11-inch iPad Air Wi‑Fi + Cellular 128GB - Purple,purple,ม่วง,Purple,#D1CDDA,128GB,"11""",Wi-Fi + Cellular,33900,"฿33,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-purple-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH7G4TH/A,MH7G4TH/A,ipad-air-m2,ipad,iPad Air (M2),11-inch iPad Air Wi‑Fi + Cellular 256GB - Purple,purple,ม่วง,Purple,#D1CDDA,256GB,"11""",Wi-Fi + Cellular,37900,"฿37,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-purple-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH614TH/A,MH614TH/A,ipad-air-m2,ipad,iPad Air (M2),13-inch iPad Air Wi‑Fi 512GB - Starlight,starlight,สตาร์ไลท์,Starlight,#F0ECE1,512GB,"13""",Wi-Fi,45900,"฿45,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-starlight-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH5Q4TH/A,MH5Q4TH/A,ipad-air-m2,ipad,iPad Air (M2),13-inch iPad Air Wi‑Fi 128GB - Starlight,starlight,สตาร์ไลท์,Starlight,#F0ECE1,128GB,"13""",Wi-Fi,34900,"฿34,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-starlight-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH654TH/A,MH654TH/A,ipad-air-m2,ipad,iPad Air (M2),13-inch iPad Air Wi‑Fi 1TB - Starlight,starlight,สตาร์ไลท์,Starlight,#F0ECE1,1TB,"13""",Wi-Fi,56900,"฿56,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-starlight-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH5W4TH/A,MH5W4TH/A,ipad-air-m2,ipad,iPad Air (M2),13-inch iPad Air Wi‑Fi 256GB - Starlight,starlight,สตาร์ไลท์,Starlight,#F0ECE1,256GB,"13""",Wi-Fi,38900,"฿38,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-starlight-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH5N4TH/A,MH5N4TH/A,ipad-air-m2,ipad,iPad Air (M2),13-inch iPad Air Wi‑Fi 128GB - Space Gray,space-gray,สเปซเกรย์,Space Gray,#68696E,128GB,"13""",Wi-Fi,34900,"฿34,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-space-gray-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH5U4TH/A,MH5U4TH/A,ipad-air-m2,ipad,iPad Air (M2),13-inch iPad Air Wi‑Fi 256GB - Space Gray,space-gray,สเปซเกรย์,Space Gray,#68696E,256GB,"13""",Wi-Fi,38900,"฿38,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-space-gray-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH634TH/A,MH634TH/A,ipad-air-m2,ipad,iPad Air (M2),13-inch iPad Air Wi‑Fi 1TB - Space Gray,space-gray,สเปซเกรย์,Space Gray,#68696E,1TB,"13""",Wi-Fi,56900,"฿56,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-space-gray-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH5Y4TH/A,MH5Y4TH/A,ipad-air-m2,ipad,iPad Air (M2),13-inch iPad Air Wi‑Fi 512GB - Space Gray,space-gray,สเปซเกรย์,Space Gray,#68696E,512GB,"13""",Wi-Fi,45900,"฿45,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-space-gray-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MHDK4TH/A,MHDK4TH/A,ipad-air-m2,ipad,iPad Air (M2),13-inch iPad Air Wi‑Fi 1TB - Purple,purple,ม่วง,Purple,#D1CDDA,1TB,"13""",Wi-Fi,56900,"฿56,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-purple-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH624TH/A,MH624TH/A,ipad-air-m2,ipad,iPad Air (M2),13-inch iPad Air Wi‑Fi 512GB - Purple,purple,ม่วง,Purple,#D1CDDA,512GB,"13""",Wi-Fi,45900,"฿45,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-purple-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH5T4TH/A,MH5T4TH/A,ipad-air-m2,ipad,iPad Air (M2),13-inch iPad Air Wi‑Fi 128GB - Purple,purple,ม่วง,Purple,#D1CDDA,128GB,"13""",Wi-Fi,34900,"฿34,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-purple-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH5X4TH/A,MH5X4TH/A,ipad-air-m2,ipad,iPad Air (M2),13-inch iPad Air Wi‑Fi 256GB - Purple,purple,ม่วง,Purple,#D1CDDA,256GB,"13""",Wi-Fi,38900,"฿38,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-purple-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH5P4TH/A,MH5P4TH/A,ipad-air-m2,ipad,iPad Air (M2),13-inch iPad Air Wi‑Fi 128GB - Blue,blue,ฟ้า,Blue,#3E536B,128GB,"13""",Wi-Fi,34900,"฿34,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-blue-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH604TH/A,MH604TH/A,ipad-air-m2,ipad,iPad Air (M2),13-inch iPad Air Wi‑Fi 512GB - Blue,blue,ฟ้า,Blue,#3E536B,512GB,"13""",Wi-Fi,45900,"฿45,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-blue-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH644TH/A,MH644TH/A,ipad-air-m2,ipad,iPad Air (M2),13-inch iPad Air Wi‑Fi 1TB - Blue,blue,ฟ้า,Blue,#3E536B,1TB,"13""",Wi-Fi,56900,"฿56,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-blue-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH5V4TH/A,MH5V4TH/A,ipad-air-m2,ipad,iPad Air (M2),13-inch iPad Air Wi‑Fi 256GB - Blue,blue,ฟ้า,Blue,#3E536B,256GB,"13""",Wi-Fi,38900,"฿38,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-blue-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH9N4TH/A,MH9N4TH/A,ipad-air-m2,ipad,iPad Air (M2),13-inch iPad Air Wi‑Fi + Cellular 512GB - Blue,blue,ฟ้า,Blue,#3E536B,512GB,"13""",Wi-Fi + Cellular,51900,"฿51,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-blue-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH9T4TH/A,MH9T4TH/A,ipad-air-m2,ipad,iPad Air (M2),13-inch iPad Air Wi‑Fi + Cellular 1TB - Blue,blue,ฟ้า,Blue,#3E536B,1TB,"13""",Wi-Fi + Cellular,62900,"฿62,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-blue-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH9E4TH/A,MH9E4TH/A,ipad-air-m2,ipad,iPad Air (M2),13-inch iPad Air Wi‑Fi + Cellular 128GB - Blue,blue,ฟ้า,Blue,#3E536B,128GB,"13""",Wi-Fi + Cellular,40900,"฿40,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-blue-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH9J4TH/A,MH9J4TH/A,ipad-air-m2,ipad,iPad Air (M2),13-inch iPad Air Wi‑Fi + Cellular 256GB - Blue,blue,ฟ้า,Blue,#3E536B,256GB,"13""",Wi-Fi + Cellular,44900,"฿44,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-blue-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH9Q4TH/A,MH9Q4TH/A,ipad-air-m2,ipad,iPad Air (M2),13-inch iPad Air Wi‑Fi + Cellular 512GB - Purple,purple,ม่วง,Purple,#D1CDDA,512GB,"13""",Wi-Fi + Cellular,51900,"฿51,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-purple-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH9V4TH/A,MH9V4TH/A,ipad-air-m2,ipad,iPad Air (M2),13-inch iPad Air Wi‑Fi + Cellular 1TB - Purple,purple,ม่วง,Purple,#D1CDDA,1TB,"13""",Wi-Fi + Cellular,62900,"฿62,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-purple-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH9G4TH/A,MH9G4TH/A,ipad-air-m2,ipad,iPad Air (M2),13-inch iPad Air Wi‑Fi + Cellular 128GB - Purple,purple,ม่วง,Purple,#D1CDDA,128GB,"13""",Wi-Fi + Cellular,40900,"฿40,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-purple-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH9L4TH/A,MH9L4TH/A,ipad-air-m2,ipad,iPad Air (M2),13-inch iPad Air Wi‑Fi + Cellular 256GB - Purple,purple,ม่วง,Purple,#D1CDDA,256GB,"13""",Wi-Fi + Cellular,44900,"฿44,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-purple-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH9P4TH/A,MH9P4TH/A,ipad-air-m2,ipad,iPad Air (M2),13-inch iPad Air Wi‑Fi + Cellular 512GB - Starlight,starlight,สตาร์ไลท์,Starlight,#F0ECE1,512GB,"13""",Wi-Fi + Cellular,51900,"฿51,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-starlight-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH9U4TH/A,MH9U4TH/A,ipad-air-m2,ipad,iPad Air (M2),13-inch iPad Air Wi‑Fi + Cellular 1TB - Starlight,starlight,สตาร์ไลท์,Starlight,#F0ECE1,1TB,"13""",Wi-Fi + Cellular,62900,"฿62,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-starlight-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH9F4TH/A,MH9F4TH/A,ipad-air-m2,ipad,iPad Air (M2),13-inch iPad Air Wi‑Fi + Cellular 128GB - Starlight,starlight,สตาร์ไลท์,Starlight,#F0ECE1,128GB,"13""",Wi-Fi + Cellular,40900,"฿40,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-starlight-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH9K4TH/A,MH9K4TH/A,ipad-air-m2,ipad,iPad Air (M2),13-inch iPad Air Wi‑Fi + Cellular 256GB - Starlight,starlight,สตาร์ไลท์,Starlight,#F0ECE1,256GB,"13""",Wi-Fi + Cellular,44900,"฿44,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-starlight-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH9M4TH/A,MH9M4TH/A,ipad-air-m2,ipad,iPad Air (M2),13-inch iPad Air Wi‑Fi + Cellular 512GB - Space Gray,space-gray,สเปซเกรย์,Space Gray,#68696E,512GB,"13""",Wi-Fi + Cellular,51900,"฿51,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-space-gray-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH9R4TH/A,MH9R4TH/A,ipad-air-m2,ipad,iPad Air (M2),13-inch iPad Air Wi‑Fi + Cellular 1TB - Space Gray,space-gray,สเปซเกรย์,Space Gray,#68696E,1TB,"13""",Wi-Fi + Cellular,62900,"฿62,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-space-gray-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH9D4TH/A,MH9D4TH/A,ipad-air-m2,ipad,iPad Air (M2),13-inch iPad Air Wi‑Fi + Cellular 128GB - Space Gray,space-gray,สเปซเกรย์,Space Gray,#68696E,128GB,"13""",Wi-Fi + Cellular,40900,"฿40,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-space-gray-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
